辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形)
現代語,I,真似,真似,マネ,名詞-普通名詞-サ変可能,,,マネ,マネ,和,真似,マネ
現代語,I,など,など,ナド,助詞-副助詞,,,ナド,ナド,和,など,ナド
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,お,御,オ,接頭辞,,,オ,オ,和,お,オ
現代語,I,わび,詫び,ワビ,名詞-普通名詞-一般,,,ワビ,ワビ,和,わび,ワビ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,申し上げ,申し上げる,モウシアゲル,動詞-一般,下一段-ガ行,連用形-一般,モーシアゲ,モウシアゲ,和,申し上げる,モウシアゲル
現代語,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,ござい,御座る,ゴザル,動詞-非自立可能,五段-ラ行,連用形-イ音便,ゴザイ,ゴザイ,混,ござる,ゴザル
現代語,I,ませ,ます,マス,助動詞,助動詞-マス,未然形-一般,マセ,マセ,和,ます,マス
現代語,I,ぬ,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ヌ,ヌ,和,ぬ,ヌ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,何せ,何せ,ナニセ,副詞,,,ナニセ,ナニセ,和,何せ,ナニセ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,変っ,変わる,カワル,動詞-一般,五段-ラ行,連用形-促音便,カワッ,カワッ,和,変る,カワル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,気象,気象,キショウ,名詞-普通名詞-一般,,,キショー,キショウ,漢,気象,キショウ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,人,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,人,ヒト
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,言いかけ,言い掛ける,イイカケル,動詞-一般,下一段-カ行,連用形-一般,イーカケ,イイカケ,和,言いかける,イイカケル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,言葉,言葉,コトバ,名詞-普通名詞-一般,,,コトバ,コトバ,和,言葉,コトバ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,つまり,詰まり,ツマリ,副詞,,,ツマリ,ツマリ,和,つまり,ツマリ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,落涙,落涙,ラクルイ,名詞-普通名詞-サ変可能,,,ラクルイ,ラクルイ,漢,落涙,ラクルイ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,まし,ます,マス,助動詞,助動詞-マス,連用形-一般,マシ,マシ,和,ます,マス
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,奥,奥,オク,名詞-普通名詞-一般,,,オク,オク,和,奥,オク
現代語,I,さん,さん,サン,接尾辞-名詞的-一般,,,サン,サン,和,さん,サン
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,まこと,真,マコト,名詞-普通名詞-一般,,,マコト,マコト,和,まこと,マコト
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,失礼,失礼,シツレイ,名詞-普通名詞-サ変形状詞可能,,,シツレー,シツレイ,漢,失礼,シツレイ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,いく,幾,イク,名詞-数詞,,,イク,イク,和,いく,イク
現代語,I,つ,つ,ツ,接尾辞-名詞的-助数詞,,,ツ,ツ,和,つ,ツ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,お,御,オ,接頭辞,,,オ,オ,和,お,オ
現代語,I,なり,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-一般,ナリ,ナリ,和,なる,ナル
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,？,？,,補助記号-句点,,,,,記号,？,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,男,男,オトコ,名詞-普通名詞-一般,,,オトコ,オトコ,和,男,オトコ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,ひと,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,ひと,ヒト
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,破れ,破れる,ヤブレル,動詞-一般,下一段-ラ行,連用形-一般,ヤブレ,ヤブレ,和,破れる,ヤブレル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,座,座,ザ,名詞-普通名詞-一般,,,ザ,ザ,漢,座,ザ
現代語,I,蒲団,布団,フトン,名詞-普通名詞-一般,,,フトン,フトン,漢,蒲団,フトン
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,悪びれ,悪びれる,ワルビレル,動詞-一般,下一段-ラ行,未然形-一般,ワルビレ,ワルビレ,和,悪びれる,ワルビレル
現代語,I,ず,ず,ズ,助動詞,助動詞-ヌ,連用形-一般,ズ,ズ,和,ぬ,ヌ
現代語,I,大,大,オオ,接頭辞,,,オー,オオ,和,大,オオ
現代語,I,あぐら,胡座,アグラ,名詞-普通名詞-一般,,,アグラ,アグラ,和,あぐら,アグラ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,かい,掻く,カク,動詞-一般,五段-カ行,連用形-イ音便,カイ,カイ,和,かく,カク
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,肘,肘,ヒジ,名詞-普通名詞-一般,,,ヒジ,ヒジ,和,肘,ヒジ
現代語,I,ひじ,肘,ヒジ,名詞-普通名詞-一般,,,ヒジ,ヒジ,和,ひじ,ヒジ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,膝,膝,ヒザ,名詞-普通名詞-一般,,,ヒザ,ヒザ,和,膝,ヒザ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,上,上,ウエ,名詞-普通名詞-副詞可能,,,ウエ,ウエ,和,上,ウエ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,立て,立てる,タテル,動詞-一般,下一段-タ行,連用形-一般,タテ,タテ,和,立てる,タテル
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,こぶし,辛夷,コブシ,名詞-普通名詞-一般,,,コブシ,コブシ,和,こぶし,コブシ
現代語,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ
現代語,I,顎,顎,アゴ,名詞-普通名詞-一般,,,アゴ,アゴ,和,顎,アゴ
現代語,I,あご,顎,アゴ,名詞-普通名詞-一般,,,アゴ,アゴ,和,あご,アゴ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,支え,支える,ササエル,動詞-一般,下一段-ア行,連用形-一般,ササエ,ササエ,和,支える,ササエル
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,上,上,ジョウ,接頭辞,,,ジョー,ジョウ,漢,上,ジョウ
現代語,I,半身,半身,ハンシン,名詞-普通名詞-一般,,,ハンシン,ハンシン,漢,半身,ハンシン
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,乗り出す,乗り出す,ノリダス,動詞-一般,五段-サ行,連体形-一般,ノリダス,ノリダス,和,乗り出す,ノリダス
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,尋ね,尋ねる,タズネル,動詞-一般,下一段-ナ行,連用形-一般,タズネ,タズネ,和,尋ねる,タズネル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,ござい,御座る,ゴザル,動詞-非自立可能,五段-ラ行,連用形-イ音便,ゴザイ,ゴザイ,混,ござる,ゴザル
現代語,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,？,？,,補助記号-句点,,,,,記号,？,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,ええ,ええ,エエ,感動詞-一般,,,エー,エエ,和,ええ,エエ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,たしか,確か,タシカ,副詞,,,タシカ,タシカ,和,たしか,タシカ
現代語,I,旦那,旦那,ダンナ,名詞-普通名詞-一般,,,ダンナ,ダンナ,外,旦那,ダンナ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,三十,三十,サンジュウ,名詞-数詞,,,サンジュー,サンジュウ,漢,三十,サンジュウ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,でし,です,デス,助動詞,助動詞-デス,連用形-一般,デシ,デシ,和,です,デス
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,ね,ね,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ
現代語,I,？,？,,補助記号-句点,,,,,記号,？,
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,はあ,はあ,ハア,感動詞-一般,,,ハー,ハア,和,はあ,ハア
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,あの,彼の,アノ,連体詞,,,アノ,アノ,和,あの,アノ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,…,…,,補助記号-一般,,,,,記号,…,
現代語,I,…,…,,補助記号-一般,,,,,記号,…,
現代語,I,四,四,ヨン,名詞-数詞,,,ヨ,ヨ,和,四,ヨ
現代語,I,つ,つ,ツ,接尾辞-名詞的-助数詞,,,ツ,ツ,和,つ,ツ
現代語,I,下,下,シタ,名詞-普通名詞-一般,,,シタ,シタ,和,下,シタ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,する,為る,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル
現代語,I,と,と,ト,助詞-接続助詞,,,ト,ト,和,と,ト
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,二十,二十,ニジュウ,名詞-数詞,,,ニジュー,ニジュウ,漢,二十,ニジュウ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,六,六,ロク,名詞-数詞,,,ロク,ロク,漢,六,ロク
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,いや,否,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ
現代語,I,これ,此れ,コレ,代名詞,,,コレ,コレ,和,これ,コレ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,ひどい,酷い,ヒドイ,形容詞-一般,形容詞,終止形-一般,ヒドイ,ヒドイ,和,ひどい,ヒドイ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,まだ,未だ,マダ,副詞,,,マダ,マダ,和,まだ,マダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,そんな,そんな,ソンナ,形状詞-一般,,,ソンナ,ソンナ,和,そんな,ソンナ
現代語,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス
現代語,I,か,か,カ,助詞-終助詞,,,カ,カ,和,か,カ
現代語,I,？,？,,補助記号-句点,,,,,記号,？,
現代語,I,　,　,,空白,,,,,記号,　,
現代語,I,いや,否,イヤ,感動詞-一般,,,イヤ,イヤ,和,いや,イヤ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,筈,筈,ハズ,名詞-普通名詞-一般,,,ハズ,ハズ,和,筈,ハズ
現代語,I,はず,筈,ハズ,名詞-普通名詞-一般,,,ハズ,ハズ,和,はず,ハズ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,旦那,旦那,ダンナ,名詞-普通名詞-一般,,,ダンナ,ダンナ,外,旦那,ダンナ
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,三十,三十,サンジュウ,名詞-数詞,,,サンジュー,サンジュウ,漢,三十,サンジュウ
現代語,I,なら,だ,ダ,助動詞,助動詞-ダ,仮定形-一般,ナラ,ナラ,和,だ,ダ
現代語,I,ば,ば,バ,助詞-接続助詞,,,バ,バ,和,ば,バ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,そりゃ,其れ,ソレ,代名詞,,,ソリャ,ソリャ,和,そりゃ,ソリャ
現代語,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ
現代語,I,筈,筈,ハズ,名詞-普通名詞-一般,,,ハズ,ハズ,和,筈,ハズ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,けど,けれど,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,おどろい,驚く,オドロク,動詞-一般,五段-カ行,連用形-イ音便,オドロイ,オドロイ,和,おどろく,オドロク
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,な,な,ナ,助詞-終助詞,,,ナ,ナ,和,な,ナ
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,さきほど,先程,サキホド,名詞-普通名詞-副詞可能,,,サキホド,サキホド,和,さきほど,サキホド
現代語,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,女,女,オンナ,名詞-普通名詞-一般,,,オンナ,オンナ,和,女,オンナ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,ひと,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,ひと,ヒト
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,男,男,オトコ,名詞-普通名詞-一般,,,オトコ,オトコ,和,男,オトコ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,ひと,人,ヒト,名詞-普通名詞-一般,,,ヒト,ヒト,和,ひと,ヒト
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,脊中,背中,セナカ,名詞-普通名詞-一般,,,セナカ,セナカ,和,脊中,セナカ
現代語,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ
現代語,I,蔭,陰,カゲ,名詞-普通名詞-一般,,,カゲ,カゲ,和,蔭,カゲ
現代語,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ
現代語,I,顔,顔,カオ,名詞-普通名詞-一般,,,カオ,カオ,和,顔,カオ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,出す,出す,ダス,動詞-非自立可能,五段-サ行,連体形-一般,ダス,ダス,和,出す,ダス
現代語,I,よう,様,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,感心,感心,カンシン,名詞-普通名詞-サ変可能,,,カンシン,カンシン,漢,感心,カンシン
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,おり,居る,オル,動詞-非自立可能,五段-ラ行,連用形-一般,オリ,オリ,和,おる,オル
現代語,I,まし,ます,マス,助動詞,助動詞-マス,連用形-一般,マシ,マシ,和,ます,マス
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,こんな,こんな,コンナ,連体詞,,,コンナ,コンナ,和,こんな,コンナ
現代語,I,立派,立派,リッパ,形状詞-一般,,,リッパ,リッパ,漢,立派,リッパ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,奥,奥,オク,名詞-普通名詞-一般,,,オク,オク,和,奥,オク
現代語,I,さん,さん,サン,接尾辞-名詞的-一般,,,サン,サン,和,さん,サン
現代語,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ
現代語,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,連体形-一般,アル,アル,和,ある,アル
現代語,I,の,の,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,どう,どう,ドウ,副詞,,,ドー,ドウ,和,どう,ドウ
現代語,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,大谷,オオヤ,オオヤ,名詞-固有名詞-人名-姓,,,オーヤ,オオヤ,固,大谷,オオヤ
現代語,I,さん,さん,サン,接尾辞-名詞的-一般,,,サン,サン,和,さん,サン
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,あんな,あんな,アンナ,形状詞-一般,,,アンナ,アンナ,和,あんな,アンナ
現代語,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,ねえ,ね,ネ,助詞-終助詞,,,ネー,ネエ,和,ねえ,ネエ
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,病気,病気,ビョウキ,名詞-普通名詞-サ変可能,,,ビョーキ,ビョウキ,漢,病気,ビョウキ
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,病気,病気,ビョウキ,名詞-普通名詞-サ変可能,,,ビョーキ,ビョウキ,漢,病気,ビョウキ
現代語,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ
現代語,I,ん,の,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,よ,よ,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ
現代語,I,。,。,,補助記号-句点,,,,,記号,。,
現代語,I,以前,以前,イゼン,名詞-普通名詞-副詞可能,,,イゼン,イゼン,漢,以前,イゼン
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,あれ,彼れ,アレ,代名詞,,,アレ,アレ,和,あれ,アレ
現代語,I,ほど,ほど,ホド,助詞-副助詞,,,ホド,ホド,和,ほど,ホド
現代語,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ
現代語,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ
現代語,I,なかっ,無い,ナイ,形容詞-非自立可能,形容詞,連用形-促音便,ナカッ,ナカッ,和,ない,ナイ
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,ん,の,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン
現代語,I,だ,だ,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ
現代語,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,だんだん,段々,ダンダン,副詞,,,ダンダン,ダンダン,漢,だんだん,ダンダン
現代語,I,悪く,悪い,ワルイ,形容詞-一般,形容詞,連用形-一般,ワルク,ワルク,和,悪い,ワルイ
現代語,I,なり,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-一般,ナリ,ナリ,和,なる,ナル
現代語,I,やがっ,やがる,ヤガル,助動詞,五段-ラ行,連用形-促音便,ヤガッ,ヤガッ,和,やがる,ヤガル
現代語,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,B,　,　,,空白,,,,,記号,　,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,言っ,言う,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ
現代語,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ
現代語,I,大きい,大きい,オオキイ,形容詞-一般,形容詞,連体形-一般,オーキー,オオキイ,和,大きい,オオキイ
現代語,I,溜息,溜め息,タメイキ,名詞-普通名詞-一般,,,タメイキ,タメイキ,和,溜息,タメイキ
現代語,I,ためいき,溜め息,タメイキ,名詞-普通名詞-一般,,,タメイキ,タメイキ,和,ためいき,タメイキ
現代語,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ
現代語,I,つき,つく,ツク,動詞-一般,五段-カ行,連用形-一般,ツキ,ツキ,和,つく,ツク
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,B,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,実,実,ジツ,名詞-普通名詞-副詞可能,,,ジツ,ジツ,漢,実,ジツ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,奥,奥,オク,名詞-普通名詞-一般,,,オク,オク,和,奥,オク
現代語,I,さん,さん,サン,接尾辞-名詞的-一般,,,サン,サン,和,さん,サン
現代語,I,」,」,,補助記号-括弧閉,,,,,記号,」,
現代語,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト
現代語,I,あらたまっ,改まる,アラタマル,動詞-一般,五段-ラ行,連用形-促音便,アラタマッ,アラタマッ,和,あらたまる,アラタマル
現代語,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ
現代語,I,口調,口調,クチョウ,名詞-普通名詞-一般,,,クチョー,クチョウ,漢,口調,クチョウ
現代語,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ
現代語,I,なり,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-一般,ナリ,ナリ,和,なる,ナル
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,「,「,,補助記号-括弧開,,,,,記号,「,
現代語,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ
現代語,I,ども,共,ドモ,接尾辞-名詞的-一般,,,ドモ,ドモ,和,ども,ドモ
現代語,I,夫婦,夫婦,フウフ,名詞-普通名詞-一般,,,フーフ,フウフ,漢,夫婦,フウフ
現代語,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ
現代語,I,、,、,,補助記号-読点,,,,,記号,、,
現代語,I,中野,ナカノ,ナカノ,名詞-固有名詞-地名-一般,,,ナカノ,ナカノ,固,中野,ナカノ
